text,label
And the sad thing is that white students in these schools will act the same.,1
still  this person is intelligent enough to see the facts and include a lot of disappointing news from that country,0
there are plenty of blacks in catholic schools or were in our area,0
the ugly black will always be  black,1
it is nt enough that we suppomesico now we have to suppoafrica,1
so you would refuse even other nordic whites fleeing the brown chaos in the south,1
i didnt try it yet but i guess i should check it out  thankx i hope that link gave whoever needed it some info on whatever she  i dont remember her name  sorry  needed later,0
some people believe the jack o  lantern also represents the ancient celtic warrior s tradition of taking the heads of their enemies as trophies,0
asians are fairly well mannered and intelligent and easier for most whites to get along with,0
The next generation of humanity should thank you for not being infected by your defective genetic structure,1
thanks for the commentary mjodr  now i m getting excited,0
That mother nature naturally evolves these people because no amount of money or help will not attract these things into the civilized world where they serve absolutely no purpose.,1
police investigating hate crime at toronto home  ctv toronto news,0
show your suppofor golden dawn and sign the petition    secureavaazorgenpetition  _ free _ country,0
if you want a good intro on how to take on antiwhites check out beefcake s bootcamp,0
"Most white girls are taught and brainwashed to love the black, the only way is to educate them properly and show them what they are really wild.",1
,0
i got the message you were trying to get across in your first post  i just felt like messing with you,0
